1,1,1,0,0,0,0,0,2,0,0,1,0,0|1|0.3662375
1,1,1,0,1,0,0,0,2,0,0,1,0,0|0|0.207474
1,1,1,0,0,0,0,0,2,0,0,1,0,0|0|0.698068
1,1,1,0,0,0,0,0,2,0,0,1,0,0|3|0.6187741
0,1,1,0,0,0,0,0,2,0,0,1,0,0|0|2.387849
0,0,1,0,0,0,0,0,2,0,0,1,0,0|0|2.067815
0,0,1,0,0,0,0,0,2,0,0,1,0,0|2|-0.1429021
0,0,0,0,1,0,0,0,0,2,0,0,1,0|0|0.1415028
0,0,0,1,0,0,0,0,0,2,0,0,1,0|4|-0.3871832
0,0,0,1,0,0,0,0,0,2,0,0,1,0|3|-0.9316894
0,0,0,0,0,0,0,0,2,0,0,1,0,0|0|1.974425
1,0,0,0,0,0,0,0,2,0,0,1,0,0|0|0.331272
0,1,0,0,0,0,0,0,2,0,0,1,0,0|0|0.04375574
0,0,1,0,0,0,0,0,2,0,0,1,0,0|4|-1.937311
0,0,0,1,0,0,0,0,0,2,0,0,1,0|0|-0.0008
0,0,0,1,0,0,0,0,0,2,0,0,1,0|1|0.1362628
0,0,0,0,1,0,0,0,0,2,0,0,1,0|1|-3
0,0,0,0,0,0,0,0,0,1,0,0,-1,0|0|1.05478
0,0,0,0,0,0,0,0,0,1,0,0,-1,0|2|9.032902
0,0,0,0,0,0,0,0,0,0,1,0,0,-1|4|-0.4103358
0,0,0,0,0,0,0,0,0,0,1,0,0,-1|0|0.4904324
0,0,0,0,0,0,0,0,0,0,1,0,0,-1|1|0.7552574
0,0,0,0,0,0,0,0,0,0,1,0,0,-1|2|9.598324
0,0,1,0,0,0,0,0,0,0,0,0,0,0|2|7.379755
1,1,1,0,1,0,0,0,2,0,0,-1,0,0|0|1.014686
1,1,1,0,1,0,0,0,2,0,0,-1,0,0|3|-2.899887
1,1,1,0,1,0,0,0,2,0,0,-1,0,0|4|-3.913474
0,0,1,0,0,0,0,0,0,0,0,0,0,0|1|-1.520489
1,0,0,0,1,0,0,0,2,0,0,-1,0,0|0|0.02565537
1,0,1,0,1,0,0,0,2,0,0,-1,0,0|0|0
1,0,0,0,1,0,0,0,2,0,0,-1,0,0|4|-0.4469295
1,0,0,0,1,0,0,0,2,0,0,-1,0,0|2|1.865889
0,0,0,1,1,0,0,0,0,2,0,0,-1,0|0|0
0,0,0,1,0,0,0,0,0,2,0,0,-1,0|0|0
0,0,0,1,0,0,0,0,0,2,0,0,-1,0|2|6.354918
0,0,0,0,0,1,1,0,0,0,2,0,0,-1|0|0.02685151
0,0,0,0,0,1,1,0,0,0,2,0,0,-1|1|0.03696168
0,0,0,0,0,1,1,0,0,0,2,0,0,-1|2|1.790694
1,1,0,0,0,0,0,0,2,0,0,1,0,0|0|0.04800572
0,1,1,0,0,0,0,0,2,0,0,1,0,0|4|-3.064774
1,1,1,0,0,0,0,0,2,1,0,-1,-1,0|0|-0.006328356
1,1,1,0,0,0,0,0,2,1,0,-1,-1,0|4|-7.545764
1,1,1,0,0,0,0,0,2,1,0,-1,-1,0|1|-2.452768
1,1,1,0,0,0,0,0,2,1,0,-1,-1,0|3|-1.871023
1,1,1,0,1,0,0,0,2,1,0,-1,-1,0|0|-2.86346
1,1,1,0,1,0,0,0,2,1,0,-1,-1,0|3|-1.539228
0,0,1,0,0,0,0,0,1,0,0,-1,0,0|0|0.722088
0,1,1,0,0,0,0,0,1,0,0,-1,0,0|0|0.02330378
1,1,1,0,0,0,0,0,1,0,0,-1,0,0|1|0.2373633
1,0,0,0,0,0,0,0,1,0,0,-1,0,0|0|0.09249773
1,1,0,0,0,0,0,0,1,0,0,-1,0,0|3|-0.2282354
1,0,0,0,0,0,0,0,1,0,0,-1,0,0|3|-0.2439145
1,0,0,0,0,0,0,0,2,1,0,-1,-1,0|0|-0.005718471
1,1,0,0,0,0,0,0,2,1,0,-1,-1,0|0|0.02555532
1,1,0,0,0,0,0,0,2,1,0,-1,-1,0|1|-5.432218
0,0,0,0,0,0,0,0,2,1,0,-1,-1,0|0|0.04773259
1,0,0,0,1,0,0,0,2,1,0,-1,-1,0|0|0.001973858
1,0,1,0,1,0,0,0,2,1,0,-1,-1,0|0|-3
0,0,0,0,0,0,0,0,0,1,0,0,1,0|0|0.8846734
0,0,0,0,0,0,0,0,0,1,0,0,1,0|1|0.8003308
0,0,0,0,0,0,0,0,0,1,0,0,1,0|2|8.374915
0,0,0,0,0,0,0,0,1,0,1,1,0,1|1|0.1529294
0,0,0,0,0,0,0,0,1,0,1,1,0,1|0|0.171899
0,0,0,0,0,0,0,0,1,0,1,1,0,1|4|-0.7629551
0,0,0,0,0,0,0,0,1,0,1,1,0,1|3|-0.5216555
0,0,0,0,0,0,0,0,1,0,1,1,0,1|2|6.157066
0,0,0,0,0,0,0,0,1,1,0,1,1,0|3|-0.6448396
0,0,0,0,0,0,0,0,1,1,0,1,1,0|1|0.9060423
0,0,0,0,0,0,0,0,1,1,0,1,1,0|2|7.996353
1,1,1,0,0,0,0,0,2,1,1,-1,1,1|0|-2.860559
1,1,1,1,0,0,0,0,2,1,1,-1,1,1|0|-3
1,1,1,0,1,0,0,0,1,2,0,1,1,0|0|-0.02831789
1,1,1,0,1,0,0,0,1,2,0,1,1,0|3|-0.5014839
1,0,0,0,0,0,0,0,2,0,0,1,0,0|4|-0.8081531
1,0,0,0,0,0,0,0,2,0,0,1,0,0|1|0.3257605
0,0,0,0,0,0,0,0,2,0,0,1,0,0|4|-2.598073
0,0,0,0,0,0,0,0,2,0,0,1,0,0|2|1.572579
0,0,1,0,1,0,0,0,1,2,0,1,1,0|0|0.06085659
0,0,0,1,0,0,0,0,1,2,0,1,1,0|0|-3
0,0,1,1,1,0,0,0,2,2,0,1,-1,0|0|0
0,0,0,1,1,0,0,0,2,2,0,1,-1,0|3|-0.09
1,1,0,0,0,0,0,0,2,0,0,-1,0,0|3|-0.05786421
1,0,0,1,1,0,0,0,2,2,0,1,-1,0|3|-0.08792093
0,0,0,1,1,0,0,0,2,2,0,1,-1,0|0|9.792982E-06
0,1,0,1,1,0,0,0,2,2,0,1,-1,0|0|9.792982E-08
0,0,0,0,1,0,0,0,2,2,0,1,-1,0|0|0.03320622
0,1,0,0,1,0,0,0,0,0,0,0,0,0|0|0.496415
0,1,0,0,1,0,0,0,0,0,0,0,0,0|4|-0.3854367
0,0,1,0,1,0,0,0,0,0,0,0,0,0|0|-2.13644
0,0,0,0,1,0,0,0,0,0,0,0,0,0|0|4.944574
0,0,0,0,1,0,0,0,0,0,0,0,0,0|4|-2.70065
0,0,0,0,0,1,0,0,0,0,0,0,0,0|3|-0.1783231
0,0,0,1,0,0,0,0,0,0,0,0,0,0|0|-3
0,0,0,0,0,0,0,0,1,1,1,-1,1,1|0|0.1164833
0,0,0,0,0,0,0,0,1,1,1,-1,1,1|2|5.285622
0,0,0,0,0,0,0,0,0,1,1,0,-1,1|0|0.5690684
0,0,0,0,0,0,0,0,0,1,1,0,-1,1|3|-0.7939125
0,0,0,0,0,0,0,0,0,1,1,0,-1,1|4|-0.4808304
0,0,0,0,0,0,0,0,0,1,1,0,-1,1|2|6.924641
0,0,0,0,0,0,0,0,1,0,1,1,0,-1|0|0.2043512
0,0,0,0,0,0,0,0,1,0,1,1,0,-1|4|-0.5169843
0,0,0,0,0,0,0,0,1,0,1,1,0,-1|1|0.3505497
0,0,0,0,0,0,0,0,1,0,1,1,0,-1|3|-0.6976003
0,0,0,0,0,0,0,0,0,1,1,0,-1,1|1|0.4126557
1,0,0,0,0,0,0,0,1,0,1,1,0,-1|0|-1.215994E-05
1,0,0,0,0,0,0,0,1,0,1,1,0,-1|2|-2.8307
0,1,0,1,1,0,0,0,2,2,0,1,-1,0|4|-0.08
0,0,0,1,1,0,0,0,2,2,0,1,-1,0|4|-0.1579843
1,0,0,1,1,0,0,0,2,2,0,1,-1,0|0|-0.0008792093
1,0,0,1,1,0,0,0,2,2,0,1,-1,0|2|0.2758419
1,1,0,1,0,1,1,0,2,2,2,-1,1,-1|0|0
1,0,0,1,0,1,1,0,2,2,2,-1,1,-1|0|0
1,0,0,1,0,1,0,0,2,2,2,-1,1,-1|3|-0.09
0,0,0,1,0,0,0,0,2,2,0,1,-1,0|0|-3
0,0,0,1,0,0,0,1,0,2,2,0,1,-1|0|-3
0,1,0,0,0,0,0,0,2,0,0,-1,0,0|3|-0.1999054
1,0,0,1,1,0,0,0,1,2,0,-1,-1,0|3|-0.1790849
0,0,0,1,1,0,0,0,1,2,0,-1,-1,0|0|-3
0,0,0,1,1,0,0,0,1,2,0,-1,-1,0|4|-0.2392
0,1,1,0,0,0,0,0,2,0,0,1,0,0|1|0.08919466
0,0,1,0,0,0,0,0,2,0,0,1,0,0|1|0.1120176
1,1,1,0,1,0,0,0,2,2,0,-1,1,0|0|0.006346471
1,1,1,1,0,0,0,0,2,2,0,-1,1,0|0|-3
1,1,0,1,0,0,0,0,2,2,0,-1,1,0|0|-3
0,0,0,0,1,0,0,0,1,0,0,-1,0,0|0|0.2430373
0,0,0,0,0,0,0,0,1,1,0,1,-1,0|2|6.950986
0,0,0,0,0,0,0,0,0,1,1,0,1,-1|0|0.1218885
0,0,0,0,0,0,0,0,0,1,1,0,1,-1|2|5.536155
0,0,0,0,0,0,0,0,0,0,1,0,0,1|0|0.2387238
0,0,0,0,0,0,0,0,0,0,1,0,0,1|3|-1.046672
0,0,0,0,0,0,0,0,0,1,1,0,1,-1|1|0.1996972
0,0,0,0,0,0,0,0,0,1,1,0,1,-1|4|-0.4782431
0,0,0,0,0,0,0,0,0,0,1,0,0,1|1|0.604811
0,0,0,0,0,0,0,0,0,0,1,0,0,1|2|9.15604
0,0,0,0,0,0,0,0,1,1,1,1,-1,-1|0|0.08815618
0,0,0,0,0,0,0,0,1,1,1,1,-1,-1|3|-0.5028332
0,0,0,0,0,0,0,0,1,1,1,1,-1,-1|4|-0.4147618
0,0,0,0,0,0,0,0,1,1,1,1,-1,-1|2|3.692093
0,0,0,0,0,0,0,0,1,1,1,1,1,-1|0|0.08258406
0,0,0,0,0,0,0,0,1,1,1,1,1,-1|3|-0.3825677
0,0,0,1,0,0,0,0,1,1,1,1,1,-1|0|0
1,0,0,1,0,0,0,0,1,1,1,1,1,-1|3|-0.09
1,0,0,0,0,0,0,0,1,1,1,1,-1,-1|2|-2.861591
0,0,0,0,0,0,0,0,1,1,1,1,1,1|0|0.06009197
0,0,0,0,0,0,0,0,1,1,1,1,1,1|1|0.1723795
0,0,0,0,0,0,0,0,1,1,1,1,1,1|2|4.700099
0,0,0,0,0,0,0,0,0,1,1,0,1,1|0|-2.662728
0,0,0,0,0,0,0,0,0,1,1,0,1,1|1|0.5635199
0,0,0,0,0,0,0,0,0,1,1,0,1,1|3|-0.8982976
0,0,0,0,0,0,0,0,0,1,1,0,1,1|4|-0.8202585
0,0,0,0,0,0,0,0,1,1,1,1,1,1|4|-0.3146388
0,0,0,0,0,0,0,0,0,1,1,0,1,1|2|6.738147
0,0,1,0,0,0,0,0,2,1,0,1,1,0|0|-2.73946
0,0,1,1,0,0,0,0,2,1,0,1,1,0|0|-3.0009
0,0,0,1,0,0,0,0,2,1,0,1,1,0|3|-0.1791
1,0,0,0,0,0,0,0,1,0,1,1,0,1|0|-0.0009
1,1,0,0,0,0,0,0,1,0,1,1,0,1|0|0
1,1,0,0,0,1,0,0,1,0,1,1,0,1|3|-0.09
0,0,0,1,0,0,1,1,0,1,1,0,1,1|0|-3
0,1,0,0,0,0,0,0,0,0,1,0,0,1|0|0.06531005
0,0,1,0,0,0,0,0,0,0,1,0,0,1|2|2.929327
0,0,1,0,0,0,0,0,2,0,0,1,0,0|3|-0.2163689
0,1,1,0,1,0,0,0,0,2,0,0,1,0|0|0.03591677
0,0,1,1,0,0,0,0,0,2,0,0,1,0|2|1.181723
0,0,0,0,1,1,0,0,1,0,2,1,0,1|0|0
0,0,0,0,1,1,0,0,1,0,2,1,0,1|2|0.219856
0,0,0,0,0,0,0,1,1,1,0,-1,1,0|0|0.02101808
0,0,0,1,0,0,0,1,1,1,0,-1,1,0|0|-3
0,0,0,0,0,0,0,0,2,0,0,1,0,0|3|-0.2695573
1,1,1,1,0,0,0,0,2,2,0,-1,1,0|3|-1.627973
1,1,1,1,0,0,0,0,2,2,0,-1,1,0|1|0.0894447
1,1,1,0,0,0,0,0,0,0,0,0,0,0|3|0.1066132
1,1,1,0,0,0,0,0,0,0,0,0,0,0|0|0.5427572
1,1,1,0,0,0,0,0,0,0,0,0,0,0|1|2.186414
1,1,1,0,0,0,0,0,0,0,0,0,0,0|4|-6.170084
1,0,1,0,0,0,0,0,0,0,0,0,0,0|0|0.1468468
1,0,0,0,0,0,0,0,2,0,0,-1,0,0|2|8.820971
0,0,0,1,0,0,0,0,0,2,0,0,-1,0|4|-0.6139578
0,0,0,0,0,1,0,0,0,0,2,0,0,-1|0|0.03525477
0,0,0,0,0,1,0,0,0,0,2,0,0,-1|4|-0.3960178
0,0,0,0,0,1,0,0,0,0,2,0,0,-1|1|0.01693906
0,0,0,0,0,0,0,0,0,0,2,0,0,-1|0|1.01929
0,0,0,0,0,1,0,0,0,0,2,0,0,-1|2|5.436772
0,1,0,0,0,0,0,0,0,0,0,0,0,0|1|2.658423
1,0,0,0,0,0,0,0,0,0,0,0,0,0|1|6.529852
1,1,1,1,0,0,0,0,2,0,0,1,0,0|1|0.2469381
0,1,1,1,0,0,0,0,2,0,0,1,0,0|0|7E-06
0,1,1,1,0,0,0,0,2,0,0,1,0,0|4|-0.9561197
0,1,1,1,0,0,0,0,2,0,0,1,0,0|1|0.1276697
0,0,1,1,0,0,0,0,2,0,0,1,0,0|1|0.004514904
0,1,1,0,1,0,0,0,2,0,0,1,0,0|4|-0.08
0,1,1,0,1,0,0,0,2,0,0,1,0,0|0|0.07060356
0,0,1,1,0,0,0,0,2,0,0,1,0,0|3|-0.4375644
0,0,1,0,1,0,0,0,2,0,0,1,0,0|0|4.830075E-05
0,0,0,1,0,0,0,0,2,0,0,1,0,0|0|0
1,0,0,1,0,0,0,0,2,0,0,1,0,0|0|0
1,0,0,1,0,0,0,0,2,0,0,1,0,0|3|-0.1714003
1,0,0,0,0,0,0,0,0,0,0,0,0,0|2|3.147527
1,1,0,1,0,0,0,0,2,0,0,1,0,0|0|0
0,1,0,1,0,0,0,0,2,0,0,1,0,0|0|0
0,0,1,1,0,0,0,0,2,0,0,1,0,0|0|0.0007
0,1,0,0,1,0,0,0,2,0,0,1,0,0|0|7.100937E-05
0,0,0,1,0,0,0,0,2,0,0,1,0,0|3|-0.3516173
1,0,0,1,0,0,0,0,2,0,0,1,0,0|4|-0.08
1,1,0,1,0,0,0,0,2,0,0,1,0,0|4|-0.1592
0,1,0,1,0,0,0,0,2,0,0,1,0,0|4|-0.2278401
0,1,0,1,0,0,0,0,2,0,0,1,0,0|3|-0.088607
0,0,0,1,0,0,0,0,2,0,0,1,0,0|2|1.752745
0,0,0,0,1,1,0,1,1,2,0,-1,1,0|0|0
0,0,0,0,0,1,0,0,1,2,0,-1,1,0|0|0
0,0,0,0,0,0,1,1,1,2,0,-1,1,0|4|-0.1592
0,0,0,0,0,1,1,0,1,2,0,-1,1,0|0|0
0,0,0,1,0,0,1,1,1,2,0,-1,1,0|0|-3
0,0,0,0,0,0,0,0,1,1,0,-1,1,0|0|-1.985104
0,0,0,0,0,0,0,0,1,1,0,-1,1,0|4|-0.77944
0,0,0,0,0,0,0,0,1,1,0,-1,1,0|1|0.5411007
0,0,0,0,0,0,0,0,1,1,0,-1,1,0|2|7.605691
0,0,0,1,0,0,0,0,1,0,1,1,0,-1|0|0
0,0,0,1,0,0,0,0,1,0,1,1,0,-1|3|-0.09
1,0,0,0,0,0,0,0,0,1,1,0,-1,1|0|0
0,1,0,0,0,0,0,0,0,1,1,0,-1,1|1|0.001811435
0,1,0,0,0,0,0,0,0,1,1,0,-1,1|4|-0.1591462
0,1,0,0,0,0,0,0,0,1,1,0,-1,1|0|0.07556689
0,0,1,0,0,0,0,0,0,1,1,0,-1,1|0|0.02983021
0,0,1,0,0,0,0,0,0,1,1,0,-1,1|3|-0.2449173
0,0,1,0,0,0,0,0,0,1,1,0,-1,1|1|0.0004431142
0,0,1,0,0,0,0,0,0,1,1,0,-1,1|4|-0.2902822
0,0,1,0,0,0,0,0,0,1,1,0,-1,1|2|2.439054
0,0,0,0,1,0,0,0,1,0,1,1,0,-1|0|0.0877808
0,0,0,0,1,0,0,0,1,0,1,1,0,-1|4|-0.1439444
0,0,0,0,1,0,0,0,1,0,1,1,0,-1|3|-0.433542
0,0,0,0,1,0,0,0,1,0,1,1,0,-1|2|2.02045
1,1,1,0,0,0,0,1,2,1,0,-1,1,0|4|-0.8372716
1,1,1,1,0,0,0,1,2,1,0,-1,1,0|3|-0.1791
1,0,0,0,1,0,0,0,1,0,1,1,0,-1|0|0
1,0,0,0,1,0,0,0,1,0,1,1,0,-1|3|-0.09
0,0,1,0,0,1,1,0,0,1,1,0,-1,1|0|0
0,0,1,0,0,1,1,1,0,1,1,0,-1,1|0|0
0,0,1,0,0,0,1,1,0,1,1,0,-1,1|0|0
0,0,1,0,0,0,1,1,0,1,1,0,-1,1|1|0
0,1,0,0,0,1,1,1,0,1,1,0,-1,1|1|0
1,0,0,0,0,1,1,0,0,1,1,0,-1,1|0|0
0,1,0,0,0,0,1,1,0,1,1,0,-1,1|0|0
0,0,1,0,0,0,0,1,0,1,1,0,-1,1|0|0.001393
1,1,1,0,0,0,0,1,2,1,0,-1,1,0|1|0.0003337694
1,1,0,0,1,0,1,0,2,1,0,-1,1,0|0|0
1,1,1,0,0,0,0,1,2,1,0,-1,1,0|0|-2.757714
1,1,0,0,0,0,0,1,2,1,0,-1,1,0|0|-2.970012
1,1,0,0,0,0,0,1,2,1,0,-1,1,0|4|-0.08
1,0,0,0,0,0,0,1,2,1,0,-1,1,0|0|0.0002183202
1,0,0,0,0,0,0,1,2,1,0,-1,1,0|3|-0.09
0,0,0,0,1,1,1,1,1,0,1,1,0,-1|0|0
0,0,0,0,1,1,1,0,1,0,1,1,0,-1|0|0
0,0,0,0,1,1,1,0,1,0,1,1,0,-1|2|0.07
1,0,1,0,0,0,0,1,2,1,0,-1,1,0|4|-0.08
1,0,1,0,0,0,0,1,2,1,0,-1,1,0|0|0
1,0,1,1,0,0,0,1,2,1,0,-1,1,0|2|0.07
1,1,1,1,1,1,1,0,1,2,1,1,-1,1|4|-0.3152319
0,1,1,1,1,1,1,1,1,2,1,1,-1,1|0|-3
0,0,0,0,0,1,0,0,0,0,0,0,0,0|0|0.01869467
0,0,0,1,0,0,1,0,0,0,0,0,0,0|0|0
0,0,0,1,0,0,1,0,0,0,0,0,0,0|1|0
0,0,0,1,0,0,1,0,0,0,0,0,0,0|2|0.4100716
0,0,0,0,0,1,0,0,1,0,0,-1,0,0|3|-0.1770229
0,0,0,0,0,1,0,0,1,0,0,-1,0,0|4|-0.08089299
0,0,0,0,0,1,0,0,1,0,0,-1,0,0|2|0.5719718
0,1,0,0,0,0,0,0,0,1,0,0,-1,0|0|1.010799
0,0,1,0,0,1,0,0,0,1,0,0,-1,0|4|-0.08
0,0,1,0,0,1,0,0,0,1,0,0,-1,0|0|0
0,0,0,0,0,0,1,0,0,1,0,0,-1,0|1|0.002045863
0,0,0,0,0,0,1,0,0,1,0,0,-1,0|0|0.01839863
0,0,0,0,0,0,0,1,0,1,0,0,-1,0|0|0.06271931
1,1,1,0,0,0,0,0,2,0,1,1,0,-1|0|0.05348134
1,1,1,0,0,0,0,0,2,0,1,1,0,-1|1|0.01008222
0,1,1,0,0,0,0,0,2,0,1,1,0,-1|0|0.1668535
0,0,1,0,0,0,0,0,2,0,1,1,0,-1|0|0.03498311
0,0,0,0,0,0,0,0,2,0,1,1,0,-1|0|0.008785405
0,0,0,0,0,0,0,0,2,0,1,1,0,-1|4|-0.08
1,0,0,0,0,0,0,0,2,0,1,1,0,-1|0|-8.885015E-06
1,1,0,0,0,0,0,0,2,0,1,1,0,-1|0|-0.0008885015
0,1,0,0,0,0,0,0,2,0,1,1,0,-1|1|0
0,0,1,0,0,0,0,0,2,0,1,1,0,-1|2|2.293773
0,0,0,0,1,0,0,0,2,2,0,1,1,0|0|0.01143758
0,0,1,0,1,0,0,0,2,2,0,1,1,0|0|0.02843957
0,0,0,1,0,0,0,0,2,2,0,1,1,0|0|-3
1,1,1,0,0,0,0,1,2,0,0,-1,0,0|0|0.5554248
1,1,1,0,0,0,0,1,2,0,0,-1,0,0|1|0.000103227
1,1,1,0,0,0,1,0,2,0,0,-1,0,0|0|0.02278538
1,1,1,0,0,0,0,1,2,0,0,-1,0,0|3|-2.839063
1,1,1,0,0,0,1,0,2,0,0,-1,0,0|4|-1.117879
1,1,1,0,0,0,0,1,2,0,0,-1,0,0|4|-2.3743
1,1,0,0,0,0,1,0,2,0,0,-1,0,0|4|-0.08
1,0,0,0,0,0,1,0,2,0,0,-1,0,0|0|0.01645369
1,1,0,0,0,0,0,1,2,0,0,-1,0,0|0|0.0815855
1,0,0,0,0,0,0,1,2,0,0,-1,0,0|0|0.1849708
0,0,0,0,0,0,0,1,2,0,0,-1,0,0|0|0.3655544
0,0,0,1,0,0,0,0,2,2,0,-1,-1,0|0|-3
0,1,0,0,0,0,0,0,0,0,0,0,0,0|3|-0.1448067
1,0,1,0,0,0,0,0,0,0,0,0,0,0|3|-0.03955281
0,0,0,0,0,0,0,1,1,0,0,-1,0,0|3|-0.5260317
1,1,0,0,0,0,0,0,2,1,0,-1,-1,0|3|-0.8022239
1,0,1,0,1,0,0,0,2,1,0,-1,-1,0|1|-3
0,1,1,0,0,0,0,0,2,0,0,1,0,0|3|-0.2003911
0,0,0,0,0,0,0,0,2,0,0,1,0,0|1|0.2299543
1,1,0,0,1,0,0,0,2,2,0,-1,1,0|0|-0.0336927
1,1,0,1,0,0,0,0,2,2,0,-1,1,0|1|0.2350954
1,0,0,0,1,0,0,0,2,2,0,-1,1,0|0|-0.02776897
1,0,0,1,0,0,0,0,2,2,0,-1,1,0|0|-3
1,1,1,0,0,1,0,0,2,0,2,1,0,-1|0|0
0,1,1,0,0,1,1,0,2,0,2,1,0,-1|0|0.01097538
0,0,1,0,0,1,1,1,2,0,2,1,0,-1|0|0.005036446
0,0,0,0,0,1,1,1,2,0,2,1,0,-1|0|0.001470496
0,1,0,0,0,1,1,1,2,0,2,1,0,-1|0|0.002751696
1,0,0,0,0,1,1,1,2,0,2,1,0,-1|0|0
1,0,0,0,0,1,1,1,2,0,2,1,0,-1|4|-0.08
1,0,0,0,0,1,1,1,2,0,2,1,0,-1|1|0
1,1,0,0,0,1,1,1,2,0,2,1,0,-1|0|2.744624E-05
0,1,1,0,0,1,1,1,2,0,2,1,0,-1|0|1.440554E-05
0,0,0,0,0,1,1,0,2,0,2,1,0,-1|0|0.01482728
1,0,0,0,0,1,0,0,2,0,2,1,0,-1|4|-0.08
1,0,0,0,0,1,0,0,2,0,2,1,0,-1|0|-0.0007634286
